,business_id,business_name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,is_restaurant,hours,review_id,user_id,stars_y,useful,funny,cool,text,date
190,bSJczuohHVko33UT82hnfA,Blaze Pizza,611 O'keefe Ave,New Orleans,LA,70113,29.948395,-90.075281,4.0,302,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'DriveThru': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Pizza, Fast Food, Gluten-Free, Restaurants, Salad",True,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",oPes27qEd4prveltgBtxJg,YolVSROVLb7joHrOv0izpw,5.0,1.0,0.0,0.0,"This place is pretty amazing with a novel idea. The pizza is great, the choices are vast. 

Only suggestion: clean the walls, they are covered in dust and lint (look up)",2016-12-19 19:13:32
197,VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,14222 Manchester Rd,Ballwin,MO,63011,38.5920571,-90.5035651,4.0,130,0,"{'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'False'}","Restaurants, Indian, Buffets, Diners, Pakistani",True,"{'Monday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",8KsAOhkgxmRVL_xqcOh0oQ,5LBa1w6O84T4wk4JU1l5Hw,1.0,0.0,1.0,0.0,"So my favourite Indian in St Louis is still Spice and Grill on Olive, Husband said lets have a change so we tried out Indias Kitchen this evening and ordered a portion of the goat curry.

Sorry to say this curry was not great, the sauce was very heavy on the salt and tomato and the goat was tough as an old boot, the naan bread was below mediocre. Only nice thing was the rice.  Very Very dissapointed",2013-09-04 00:59:33
198,VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,14222 Manchester Rd,Ballwin,MO,63011,38.5920571,-90.5035651,4.0,130,0,"{'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'False'}","Restaurants, Indian, Buffets, Diners, Pakistani",True,"{'Monday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",k5foen6qbRssONseGEc0aw,GZkFjlhsCmIxkxPywouEKQ,4.0,1.0,0.0,1.0,"This is a nice Indian buffet with a pretty wide selection.  There is nothing that will make you say ""wow"", but many good Indian dishes for a very reasonable price.  Would return again.",2016-07-03 21:20:01
199,VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,14222 Manchester Rd,Ballwin,MO,63011,38.5920571,-90.5035651,4.0,130,0,"{'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'False'}","Restaurants, Indian, Buffets, Diners, Pakistani",True,"{'Monday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",RiVIF3ZQgE8fnNONVX-s0w,NSwhq-KFFoatc8jKb8lrJw,5.0,1.0,0.0,1.0,"Food 5/5
Service 5/5
Atmosphere 5/5

Came for lunch buffet. 

Tandoori chicken : flavorful, juicy (not dry from the headlamps), chicken Tikka : delicious, chili chicken  and curry chicken : both very good. 
Kheer (Indian rice pudding) : tastes yummy 
Naan : fresh, soft, and stayed soft throughout meal.

 Service : one lady doing so much.  I didn't have to ask for water refill, she was already there. Didn't have to ask for plate to be removed, she already did it. Hard working. 

Atmosphere : relaxed, has music and TV that shows how they cook. And cartoons for kids too.",2016-08-04 17:21:06
201,dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,PA,19103,39.9506555,-75.1708991,4.0,618,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, American (New), Breakfast & Brunch, Burgers",True,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",cQcRQDEuAfT27fdW_kT5cQ,g9RJ3rbeIp5ZbMnGPqvOUA,5.0,1.0,0.0,0.0,"I am not known for favorable restaurant reviews.  Most of them below my radar.
The Love is different.  
  We had a Father's Day lunch that was exceptional.
There is little left off the menu and we were hard pressed to make a choice from the wonderful selections listed.  Our waiter was professional and accommodating.  Lovely atmosphere, light and bright.  I was amazed that the inside of my omelet was HOT. A little surprise thrown in with my Potatos..........roasted peppers, and onions.
Greens on every plate. Mine had warm spinach salad as well. My husband had the Belgium waffles made with corn meal and garnished with Blueberry butter.  They use our favorite La Columbe coffee.
Nothing left to wish for.",2018-06-19 18:25:55
202,dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,PA,19103,39.9506555,-75.1708991,4.0,618,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, American (New), Breakfast & Brunch, Burgers",True,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",4VwqS8zmN7TRbpeLOto8HQ,Es6VKnZGzchPQHW7oXtwEA,4.0,1.0,0.0,0.0,"This is an excellent restaurant, and an excellent addition to the neighborhood around Rittenhouse. We dined here last night, and were very happy. The ambiance and interior design are top notch. It's very impressive how the space has been transformed from the previous tenant. The food was outstanding, which is unsurprising considering the chef's pedigree. We had two lovely cocktails and a whole fish that was perfectly cooked along with a terrific short rib play on stroganoff. The only reason I'm not giving five stars is that those cocktails and two entrees ended up costing $140. The Love is really good, but it's also surprisingly expensive. Entrees are priced in the $30-$40 range and appetizers and pastas are not far behind. The Love bills itself as a neighborhood restaurant, and it would be, perhaps, the platonic ideal of that if the prices dropped by a third. As is, it's as expensive as any non-tasting menu restaurant in Philly. Is that worth it when you can eat for less up the block at Vernick, etc? I'm not totally sure. I'll definitely be back, and I hope the menu prices find an equilibrium with the awesome vibe and food--I'd love to make it a real regular haunt.",2017-11-18 23:43:27
208,od6skmfXz9twktEAuJHEmw,Ryan Christopher,245 Woodbine Ave,Narberth,PA,19072,40.0099504,-75.2591858,4.0,120,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'None'}","American (New), Restaurants",True,"{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '16:0-21:0'}",oVvOc2K-1lNBoW8kwI0MPQ,aXXallHnEVYAnjDRtGrUWA,5.0,2.0,0.0,1.0,"We just moved to Narberth and had our first meal at this neighborhood gem. What a wonderful surprise. This restaurant is quiet and unassuming. When you enter it is busy, warm and down to earth. The service was excellent and the food a fantastic surprise. I enjoyed the Rosemary Chicken and Artichoke over Bowtie Pasta. It was savory, fresh and fragrant with herbs. My dinner partners enjoyed their dishes, too-  Shrimp with Andouille Sausage, Grilled Wild Striped Bass and a Veal dish.
There were many homemade dessert options. We tried a generous portioned Chocolate Mousse cake.
Definitely recommend this place and will return to check out the weekend brunch menu!",2018-02-11 03:50:57
210,j9Kaj_6tSeXmVMYCgZithg,Noble Crust,28330 Paseo Dr,Wesley Chapel,FL,33543,28.188219,-82.347274,4.5,496,1,"{'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""'free'"", 'HappyHour': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}"", 'Corkage': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",True,"{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '11:30-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:30-15:0'}",6mfN9Erl6ecyO4qqxLkGEg,h6LA4iyolaZeudiQODGjTA,3.0,0.0,0.0,0.0,"My friend and I had dinner here on Sunday. I was surprised to be seated next to another party on the same table with just a small partition separating us. This is how some of the tables are if you are a party of 4 or less. The restaurant is small and can get loud. We had very good service. The food was ok, we got the Kale Ceaser and the Fried chicken with mac n cheese. They were out of watermelon so the salad that was supposed to come with the chicken had to be changed to something else. I was impressed with the soft egg that came with Kale ceaser, it was nicely encased in a crispy crust and the yolk was nice and runny.",2017-10-02 14:45:59
211,j9Kaj_6tSeXmVMYCgZithg,Noble Crust,28330 Paseo Dr,Wesley Chapel,FL,33543,28.188219,-82.347274,4.5,496,1,"{'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""'free'"", 'HappyHour': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}"", 'Corkage': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",True,"{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '11:30-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:30-15:0'}",hBtqj6r1JvShLfsq_ZwTOQ,wcG3qpsIxQ1BDJ2aOrwPNw,5.0,0.0,0.0,0.0,"Great food! Very impressed...I really like the brunch on the weekends. Chicken and waffles very good, avocado toast.",2018-05-19 02:19:28
212,EIlFs8kybcG-l60GJjNUIA,Domino's Pizza,"3800 Tampa Rd, Ste 180",Oldsmar,FL,34677,28.0420037,-82.6746125,2.5,20,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Pizza, Chicken Wings, Restaurants, Sandwiches",True,"{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}",bg3TAimbMppppLUTfN46nA,R9VOYcIWbNA3Q3qiWF2SsQ,1.0,0.0,0.0,0.0,"AVOID AT ALL COSTS
By far the worst pizza I've had. Thin crust was not crunchy, olives were junk and salad was $6 for bad strands of lettuce and minimal cheese which looked horribly powdered. It came in a prepacked divider. Rip off. Not worth more than a dollar. 

Their knots were ok, and extremely unhealthy, but rest was crap.

I normally don't order from them or anyone else but good pizza like Grimaldi's, BJs or Mellow Mushroom but I hadn't gone grocery shopping and normally stock up on organic pizza from Publix or whole foods which btw is cheaper and tastier. But, this was the only place opened late. 

I never want dominoes again. It's just a reminder that corporate chains need to fall and get out the way. I rather pay for quality. Not preservatives and poison. 

Never Again!!! 

Calling card tomorrow to get refund! Waste of $30.",2017-02-09 06:35:49
217,QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,Philadelphia,PA,19126,40.0520643,-75.1273939,4.5,351,1,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'Corkage': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'None'}","Korean, Restaurants",True,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '10:30-22:30'}",MxQpzn4DLrQ6XuhEHkVvIw,QuZKJnltihmZ8jhwfxPeJA,5.0,1.0,0.0,0.0,"The best soon-dubu in the city!  This place is tucked away and once you walk in, it's like you've stepped into a Korean home.  Very welcoming, warm and inviting.

It's very vegetarian friendly!  The soft tofu is stewed and put into the dol sot pots which each and every stew feels like it's custom made for you. 

You can select from beef, seafood or mixed meats (seafood & beef), mushroom, and just plain.  They can adjust the spice as needed too.  I always get the extra hot with the hot temperature, can't beat it.  The rice also comes in a dol-sot which is great if you leave it in for a while, it burns the rice into a nice crispy shell.  DROOL.

Just thinking about this place makes my mouth salivate!  

If you're not into tofu, they also offer korean bbq meats (cooked in the back), with other soup/stew items.

Love this place!!!",2014-05-07 20:13:19
218,QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,Philadelphia,PA,19126,40.0520643,-75.1273939,4.5,351,1,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'Corkage': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'None'}","Korean, Restaurants",True,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '10:30-22:30'}",VGv3HdqP22F8JgS0IOduwQ,Ua6uWRNoysOuzQJVTBl9mg,5.0,0.0,1.0,0.0,"The best ten dollar lunch in America, hands down. Banchan city, crack that egg into your volcano like five pepper pork soft tofu and go crazy. The parking lot scares me, but the place is the best. Go there. Staff not so much miserable as maybe not fluent? I dunno, I always figure it's because I'm a round eye.",2013-02-21 22:02:42
219,QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,Philadelphia,PA,19126,40.0520643,-75.1273939,4.5,351,1,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'Corkage': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'None'}","Korean, Restaurants",True,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '10:30-22:30'}",4-Vm5-XExWr-pHwEfiV6nw,zSnaOYG8vo72ZvAWVNqs_g,5.0,0.0,0.0,0.0,"We drive out of town to Philadelphia just to eat here. We have been here many times over the past 5 years. I can only say that the tofu soup (and everything else)  here always tastes so good. They always get the spiciness right, and we have never had a complaint here! This is a must-try in Philadelphia if you're a fan of Korean food.",2015-08-30 17:08:48
220,Wt1W6qwCvna1KzIuJRJbwA,Tokyo Mandarin,370 Delsea Dr N,Glassboro,NJ,08028,39.7119376,-75.1109667,4.0,88,1,"{'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'True'}","Japanese, Restaurants, Sushi Bars, Chinese",True,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",FyzB7gvGcyTdcnxLccWVNg,hxYRvz3AgyGOVPU5oh8rNQ,1.0,0.0,0.0,0.0,"This place is atrocious. The food made me sick. My boyfriend and I got the sushi for two and nothing was fresh. At all. The service was even worse. The guy refused to split our check. So bad, we went to chick-fil-a after. Overall, do not come here unless you want to live in the bathroom for the night.",2018-02-24 01:50:48
